Giorni Dopo Semina;Settimana;N;P2O5;K2O;MgO;CaO;B Grammi/Ha;Rapporto N:K N/(K2O/3.36);Rapporto Ca:Mg (1:0.5-0.25) (CaO/1.39)/MgO;Rapporto K:Ca (0.35-1:1) (CaO/1.19)/K2O
203;29;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
204;30;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
205;30;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
206;30;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
207;30;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
208;30;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
209;30;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
210;30;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
211;31;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
212;31;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
213;31;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
214;31;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
215;31;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
216;31;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
217;31;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
218;32;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
219;32;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
220;32;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
221;32;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
222;32;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
223;32;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
224;32;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
225;33;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
226;33;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
227;33;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
228;33;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
229;33;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
230;33;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
231;33;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
232;34;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
233;34;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
234;34;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
235;34;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
236;34;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
237;34;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
238;34;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
239;35;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
240;35;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
241;35;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
242;35;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
243;35;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
244;35;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
245;35;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
246;36;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
247;36;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
248;36;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
249;36;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
250;36;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
251;36;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
252;36;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
253;37;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
254;37;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
255;37;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
256;37;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
257;37;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
258;37;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
259;37;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
260;38;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
261;38;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
262;38;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
263;38;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
264;38;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
265;38;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
266;38;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
267;39;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
268;39;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
269;39;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
270;39;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
271;39;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
272;39;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
273;39;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
274;40;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
