Giorni Dopo Semina;Settimana;N;P2O5;K2O;MgO;CaO;B Grammi/Ha;Rapporto N:K N/(K2O/3.36);Rapporto Ca:Mg (1:0.5-0.25) (CaO/1.39)/MgO;Rapporto K:Ca (0.35-1:1) (CaO/1.19)/K2O
123;18;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
124;18;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
125;18;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
126;18;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
127;19;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
128;19;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
129;19;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
130;19;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
131;19;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
132;19;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
133;19;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
134;20;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
135;20;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
136;20;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
137;20;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
138;20;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
139;20;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
140;20;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
