Giorni Dopo Semina;Settimana;N;P2O5;K2O;MgO;CaO;B Grammi/Ha;Rapporto N:K N/(K2O/3.36);Rapporto Ca:Mg (1:0.5-0.25) (CaO/1.39)/MgO;Rapporto K:Ca (0.35-1:1) (CaO/1.19)/K2O
105;15;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
106;16;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
107;16;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
108;16;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
109;16;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
110;16;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
111;16;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
112;16;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
113;17;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
114;17;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
115;17;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
116;17;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
117;17;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
118;17;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
119;17;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
120;18;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
121;18;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
122;18;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
123;18;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
124;18;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
125;18;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
126;18;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
127;19;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
128;19;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
129;19;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
130;19;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
131;19;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
132;19;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
133;19;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
134;20;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
135;20;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
136;20;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
137;20;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
138;20;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
139;20;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
140;20;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
141;21;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
142;21;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
143;21;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
144;21;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
145;21;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
146;21;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
147;21;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
148;22;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
149;22;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
150;22;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
151;22;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
152;22;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
153;22;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
154;22;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
