Cod Prodotto;Des Prodotto;Cod Uso Varieta;Des Uso Varieta;CODI_OCCU;CODI_DEST_USO;CODI_USO;CODI_QUAL;DESC_OCCU;DEST_USO;DESC_USO;DESC_QUAL
594;GRANO (FRUMENTO) DURO - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;002;002;053;045;GRANO (FRUMENTO) DURO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
594;GRANO (FRUMENTO) DURO - DA FORAGGIO;500;USO ENERGETICO;002;002;000;022;GRANO (FRUMENTO) DURO;DA FORAGGIO;;ENERGETICO
597;GRANO SARACENO;000;VARIETA' GENERICA;597;011;000;000;GRANO SARACENO;FAVE, SEMI, GRANELLA;;
597;GRANO SARACENO;500;USO ENERGETICO;597;011;000;022;GRANO SARACENO;FAVE, SEMI, GRANELLA;;ENERGETICO
599;GRANO SARACENO - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;597;002;053;000;GRANO SARACENO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;
599;GRANO SARACENO - DA FORAGGIO;500;USO ENERGETICO;597;002;000;022;GRANO SARACENO;DA FORAGGIO;;ENERGETICO
600;PRATO PASCOLO DI LEGUMINOSE;051;AVVICENDATO - NON PERMANENTE;899;002;051;043;PRATO PASCOLO;DA FORAGGIO;AVVICENDATO - NON PERMANENTE;DI LEGUMINOSE
600;PRATO PASCOLO DI LEGUMINOSE;052;NON AVVICENDATO PER ALMENO 5 ANNI (SFALCIATO) - PERMANENTE;899;002;052;043;PRATO PASCOLO;DA FORAGGIO;NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;DI LEGUMINOSE
603;GRANTURCO (MAIS) DOLCE;000;VARIETA' GENERICA;001;011;000;018;GRANTURCO (MAIS);FAVE, SEMI, GRANELLA;;DOLCE
604;GRANTURCO (MAIS) - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;001;002;053;045;GRANTURCO (MAIS);DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
604;GRANTURCO (MAIS);065;DA FORAGGIO - PASTONE INTEGRALE;001;002;000;065;GRANTURCO (MAIS);DA FORAGGIO;;PASTONE INTEGRALE
604;GRANTURCO (MAIS) - DA FORAGGIO;500;USO ENERGETICO;001;002;000;022;GRANTURCO (MAIS);DA FORAGGIO;;ENERGETICO
606;FARNETTO;000;;606;000;000;000;FARNETTO;;;
609;LINO - DA FORAGGIO;000;;055;002;000;000;LINO;DA FORAGGIO;;
610;LINO - SEMI;000;VARIETA' GENERICA;055;011;000;000;LINO;FAVE, SEMI, GRANELLA;;
610;LINO - SEMI;500;USO ENERGETICO;055;011;000;022;LINO;FAVE, SEMI, GRANELLA;;ENERGETICO
612;LUPINELLA - DA FORAGGIO;054;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;612;002;054;043;LUPINELLA;DA FORAGGIO;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;DI LEGUMINOSE
612;LUPINELLA - DA FORAGGIO;055;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;612;002;055;043;LUPINELLA;DA FORAGGIO;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;DI LEGUMINOSE
614;PINO LORICATO;000;;614;000;000;000;PINO LORICATO;;;
615;LUPINO - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;615;002;053;043;LUPINO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI LEGUMINOSE
618;LUPINI - SEMI DI LUPINI DOLCI;000;VARIETA' GENERICA;615;011;000;018;LUPINO;FAVE, SEMI, GRANELLA;;DOLCE
619;COLTIVAZIONI ARBOREE PERMANENTI SOGGETTE A DIVIETO DI FERTILIZZAZIONE E DI TRATTAMENTO FITOSANITARIO  LUNGO I CORSI D’ACQUA;000;;619;000;000;000;COLTIVAZIONI ARBOREE PERMANENTI SOGGETTE A DIVIETO DI FERTILIZZAZIONE E DI TRATTAMENTO FITOSANITARIO  LUNGO I CORSI DÆACQUA;;;
620;GIRASOLE PER LA PRODUZIONE DI SEME;011;IBRIDI;005;008;000;029;GIRASOLE;DA SEME;;IBRIDI
621;CAVOLFIORE PER LA PRODUZIONE DI SEME;011;IBRIDI;118;008;000;029;CAVOLFIORE;DA SEME;;IBRIDI
622;MELILOTO;000;;622;000;000;000;MELILOTO;;;
623;PORRO PER LA PRODUZIONE DI SEME;011;IBRIDI;135;008;000;029;PORRO;DA SEME;;IBRIDI
624;MIGLIO;000;VARIETA' GENERICA;624;011;000;000;MIGLIO;FAVE, SEMI, GRANELLA;;
625;MIGLIO - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;624;002;053;045;MIGLIO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
626;CIPOLLETTA  CIPOLLA D'INVERNO O BUNCHING ONION;011;IBRIDI;219;008;000;029;CIPOLLETTA  CIPOLLA D'INVERNO O BUNCHING ONION;DA SEME;;IBRIDI
627;CAVOLO CINESE PER LA PRODUZIONE DI SEME;011;IBRIDI;270;008;000;029;CAVOLO CINESE;DA SEME;;IBRIDI
628;ORZO PER LA PRODUZIONE DI SEME;011;IBRIDI;870;008;000;029;ORZO;DA SEME;;IBRIDI
629;ORTI FAMILIARI;000;VARIETA' GENERICA;629;007;000;000;ORTI FAMILIARI;DA ORTO;;
630;ARACHIDI;000;VARIETA' GENERICA;630;000;000;000;ARACHIDE;;;
631;CETRIOLO PER LA PRODUZIONE DI SEME;011;IBRIDI;917;008;000;029;CETRIOLO;DA SEME;;IBRIDI
632;CICORIA PER LA PRODUZIONE DI SEME;011;IBRIDI;919;008;000;029;CICORIA;DA SEME;;IBRIDI
633;FINOCCHIO PER LA PRODUZIONE DI SEME;011;IBRIDI;926;008;000;029;FINOCCHIO;DA SEME;;IBRIDI
634;RADICCHIO PER LA PRODUZIONE DI SEME;011;IBRIDI;935;008;000;029;RADICCHIO;DA SEME;;IBRIDI
635;RAVANELLO PER LA PRODUZIONE DI SEME;011;IBRIDI;936;008;000;029;RAVANELLO;DA SEME;;IBRIDI
636;ZUCCHINO PER LA PRODUZIONE DI SEME;011;IBRIDI;941;008;000;029;ZUCCHINO;DA SEME;;IBRIDI
649;CAVOLO RAPA DA SEME;011;IBRIDI;954;008;000;029;CAVOLO RAPA;DA SEME;;IBRIDI
651;PISELLI - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;020;002;053;043;PISELLO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI LEGUMINOSE
652;PISELLI ALLO STATO FRESCO;000;VARIETA' GENERICA;020;003;000;000;PISELLO;DA INDUSTRIA;;
653;ARUNDO DONAX;000;VARIETA' GENERICA;653;000;000;000;ARUNDO DONAX;;;
653;ARUNDO DONAX;500;USO ENERGETICO;653;000;000;022;ARUNDO DONAX;;;ENERGETICO
654;KENAF;000;;654;000;000;000;KENAF;;;
654;KENAF;500;USO ENERGETICO;654;000;000;022;KENAF;;;ENERGETICO
655;CRAMBE;000;;617;000;000;000;CRAMBE;;;
656;POMODORINO DA DESTINARE ALLA TRASFORMAZIONE;000;VARIETA' GENERICA;656;003;000;000;POMODORINO;DA INDUSTRIA;;
656;POMODORINO;065;DA INDUSTRIA - DA CONCENTRATO;656;003;065;000;POMODORINO;DA INDUSTRIA;DA CONCENTRATO;
656;POMODORINO;066;DA INDUSTRIA - DA PELATO;656;003;066;000;POMODORINO;DA INDUSTRIA;DA PELATO;
657;POMODORINO DA MENSA;000;;656;005;000;000;POMODORINO;DA MENSA;;
658;POMODORO;065;DA INDUSTRIA - DA CONCENTRATO - ALLUNGATO;134;003;065;001;POMODORO;DA INDUSTRIA;DA CONCENTRATO;ALLUNGATO
658;POMODORO;066;DA INDUSTRIA - DA PELATO - ALLUNGATO;134;003;066;001;POMODORO;DA INDUSTRIA;DA PELATO;ALLUNGATO
659;POMODORO;065;DA INDUSTRIA - DA CONCENTRATO - TONDO;134;003;065;003;POMODORO;DA INDUSTRIA;DA CONCENTRATO;TONDO
659;POMODORO;066;DA INDUSTRIA - DA PELATO - TONDO;134;003;066;003;POMODORO;DA INDUSTRIA;DA PELATO;TONDO
661;COTOGNO;000;VARIETA' GENERICA;661;000;000;000;COTOGNO;;;
662;COTONE;000;VARIETA' GENERICA;662;000;000;000;COTONE;;;
663;CAVOLO BROCCOLO PER LA PRODUZIONE DI SEME;011;IBRIDI;970;008;000;029;CAVOLO BROCCOLO;DA SEME;;IBRIDI
664;POMODORO ALLUNGATO DA MENSA;000;VARIETA' GENERICA;134;005;000;001;POMODORO;DA MENSA;;ALLUNGATO
665;POMODORO TONDO DA MENSA;000;VARIETA' GENERICA;134;005;000;003;POMODORO;DA MENSA;;TONDO
667;SALICE;000;;667;000;000;000;SALICE;;;
667;SALICE;049;MICORRIZATO;667;000;000;049;SALICE;;;MICORRIZATO
667;SALICE;058;USO FORESTALE;667;000;058;000;SALICE;;FORESTALE;
667;SALICE;500;USO ENERGETICO;667;000;000;022;SALICE;;;ENERGETICO
668;EUCALIPTO;000;;668;000;000;000;EUCALIPTO;;;
668;EUCALIPTO;001;FRONDE VERDI;668;010;027;000;EUCALIPTO;DA VIVAIO;FRONDE VERDI;
668;EUCALIPTO;058;USO FORESTALE;668;000;058;000;EUCALIPTO;;FORESTALE;
668;EUCALIPTO;500;USO ENERGETICO;668;000;000;022;EUCALIPTO;;;ENERGETICO
669;ROBINIA;000;;669;000;000;000;ROBINIA;;;
669;ROBINIA;058;USO FORESTALE;669;000;058;000;ROBINIA;;FORESTALE;
669;ROBINIA;500;USO ENERGETICO;669;000;000;022;ROBINIA;;;ENERGETICO
671;ALBICOCCO;000;VARIETA' GENERICA;671;000;000;000;ALBICOCCO;;;
671;ALBICOCCO;059;IN FASE DI PIANTUMAZIONE;671;000;059;000;ALBICOCCO;;IN FASE DI PIANTUMAZIONE;
671;ALBICOCCO;063;VARIETA' PRECOCI;671;000;000;063;ALBICOCCO;;;VARIETA' PRECOCI
672;CILIEGIO;000;VARIETA' GENERICA;672;000;000;000;CILIEGIO;;;
673;SUSINO;000;VARIETA' GENERICA;673;000;000;000;SUSINO;;;
673;SUSINO;059;IN FASE DI PIANTUMAZIONE;673;000;059;000;SUSINO;;IN FASE DI PIANTUMAZIONE;
673;SUSINO;063;VARIETA' PRECOCI;673;000;000;063;SUSINO;;;VARIETA' PRECOCI
674;EVODIA O EUODIA O ALBERO DELLE API O ALBERO DEL MIELE;000;;674;010;000;000;EVODIA O EUODIA OALBERO DELLE API O ALBERO DEL MIELE;DA VIVAIO;;
674;EVODIA O EUODIA O ALBERO DELLE API O ALBERO DEL MIELE;006;COLTURA IN VASO - PIANTE VERDI;674;010;030;000;EVODIA O EUODIA OALBERO DELLE API O ALBERO DEL MIELE;DA VIVAIO;COLTURA IN VASO - PIANTE VERDI;
674;EVODIA O EUODIA O ALBERO DELLE API O ALBERO DEL MIELE;058;;674;000;058;000;EVODIA O EUODIA OALBERO DELLE API O ALBERO DEL MIELE;;FORESTALE;
675;SCAGLIOLA;000;VARIETA' GENERICA;675;011;000;000;SCAGLIOLA;FAVE, SEMI, GRANELLA;;
675;SCAGLIOLA;500;USO ENERGETICO;675;011;000;022;SCAGLIOLA;FAVE, SEMI, GRANELLA;;ENERGETICO
676;TRIFOGLIO PER LA PRODUZIONE DI SEME (SP. TRIFOLIUM SQUARROSUM L.);000;;676;008;000;000;TRIFOGLIO (SP. TRIFOLIUM SQUARROSUM L.);DA SEME;;
677;ANNONA CHERIMOLA (o CIRIMOIA o CHERIMOYA);000;;677;000;000;000;ANNONA CHERIMOLA (o CIRIMOIA o CHERIMOYA);;;
678;SCAGLIOLA - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;675;002;053;045;SCAGLIOLA;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
678;SCAGLIOLA - DA FORAGGIO;500;USO ENERGETICO;675;002;000;022;SCAGLIOLA;DA FORAGGIO;;ENERGETICO
679;FRUTTETI FAMILIARI;000;;679;000;000;000;FRUTTETI FAMILIARI;;;
680;SCALOGNI;000;;680;007;000;000;SCALOGNO;DA ORTO;;
681;SEGALA;000;VARIETA' GENERICA;684;011;000;000;SEGALA;FAVE, SEMI, GRANELLA;;
681;SEGALA;500;USO ENERGETICO;684;011;000;022;SEGALA;FAVE, SEMI, GRANELLA;;ENERGETICO
682;TEFF PER LA PRODUZIONE DI SEME;000;;682;008;000;000;TEF o TEFF;DA SEME;;
683;TEFF DA GRANELLA;000;;682;011;000;000;TEF o TEFF;FAVE, SEMI, GRANELLA;;
684;SEGALA - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;684;002;053;045;SEGALA;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
684;SEGALA - DA FORAGGIO;500;USO ENERGETICO;684;002;000;022;SEGALA;DA FORAGGIO;;ENERGETICO
686;SENAPE;000;VARIETA' GENERICA;077;000;000;000;SENAPE;;;
687;SESAMO;000;VARIETA' GENERICA;149;000;000;000;SESAMO;;;
689;TAGETE o GAROFANO INDIANO;000;;689;010;000;000;TAGETE o GAROFANO INDIANO;DA VIVAIO;;
689;TAGETE o GAROFANO INDIANO;001;;689;000;000;000;TAGETE o GAROFANO INDIANO;;;
689;TAGETE o GAROFANO INDIANO;004;FIORE RECISO;689;010;023;000;TAGETE o GAROFANO INDIANO;DA VIVAIO;FIORE RECISO;
690;SOIA - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;004;002;053;043;SOIA;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI LEGUMINOSE
690;SOIA - DA FORAGGIO;500;USO ENERGETICO;004;002;000;022;SOIA;DA FORAGGIO;;ENERGETICO
691;JUTA o IUTA o CORCORO;000;;691;001;000;000;JUTA o IUTA o CORCORO;DA FIBRA;;
692;SILENE o SIRENE o STRIGOLI DA ORTO;000;;692;007;056;000;SILENE o SIRENE o STRIGOLI;DA ORTO;PLURIENNALE - PERMANENTE;
693;SORGO;010;DA FORAGGIO - INSILATO;693;002;010;000;SORGO;DA FORAGGIO;INSILATO;
693;SORGO DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;693;002;053;045;SORGO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
693;SORGO - DA FORAGGIO;500;USO ENERGETICO;693;002;000;022;SORGO;DA FORAGGIO;;ENERGETICO
694;SORGO DA GRANELLA;000;VARIETA' GENERICA;693;011;000;000;SORGO;FAVE, SEMI, GRANELLA;;
694;SORGO DA GRANELLA;500;USO ENERGETICO;693;011;000;022;SORGO;FAVE, SEMI, GRANELLA;;ENERGETICO
695;BANANO DEL NORD;000;;695;000;000;000;BANANO DEL NORD;;;
695;BANANO DEL NORD;005;DA MENSA;695;005;000;000;BANANO DEL NORD;DA MENSA;;
696;SILENE o SIRENE o STRIGOLI PER LA PRODUZIONE DI SEME;000;;692;008;056;000;SILENE o SIRENE o STRIGOLI;DA SEME;PLURIENNALE - PERMANENTE;
698;SPELTA;000;;045;011;000;000;SPELTA;FAVE, SEMI, GRANELLA;;
698;SPELTA;500;USO ENERGETICO;045;000;000;022;SPELTA;;;ENERGETICO
699;ERBAIO MISTO;050;ANNUALE - NON PERMANENTE;800;002;050;044;ERBAIO;DA FORAGGIO;ANNUALE - NON PERMANENTE;MISTO
700;PRATO PASCOLO MISTO;051;AVVICENDATO - NON PERMANENTE;899;002;051;044;PRATO PASCOLO;DA FORAGGIO;AVVICENDATO - NON PERMANENTE;MISTO
700;PRATO PASCOLO MISTO;052;NON AVVICENDATO PER ALMENO 5 ANNI (SFALCIATO) - PERMANENTE;899;002;052;044;PRATO PASCOLO;DA FORAGGIO;NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;MISTO
704;VIGNETO SPERIMENTALE PER UVA DA VINO-DA CONSERVAZIONE;000;;410;009;037;004;VITE;DA VINO;SPERIMENTALE;DA CONSERVAZIONE
705;VITE-DA CONSERVAZIONE;000;;410;000;000;004;VITE;;;DA CONSERVAZIONE
705;VITE-DA CONSERVAZIONE;059;IN FASE DI PIANTUMAZIONE;410;000;059;000;VITE;;IN FASE DI PIANTUMAZIONE;
706;UVA DA VINO-DA CONSERVAZIONE;000;;410;009;000;004;VITE;DA VINO;;DA CONSERVAZIONE
707;UVA DA TRASFORMAZIONE-DA CONSERVAZIONE;000;;410;003;037;004;VITE;DA INDUSTRIA;SPERIMENTALE;DA CONSERVAZIONE
710;PATATA;000;VARIETA' GENERICA;710;007;000;000;PATATA;DA ORTO;;
710;PATATA;063;VARIETA PRECOCI;710;007;000;063;PATATA;DA ORTO;;VARIETA PRECOCI
710;PATATA;500;USO ENERGETICO;710;000;000;022;PATATA;;;ENERGETICO
711;CARDO DEI LANAIOLI  O CARDO TESSILE;000;;910;001;000;000;CARDI;DA FIBRA;;
713;VIGNETO SPERIMENTALE PER UVA DA TAVOLA-DA CONSERVAZIONE;000;;410;005;037;004;VITE;DA MENSA;SPERIMENTALE;DA CONSERVAZIONE
714;UVA DA MENSA-DA CONSERVAZIONE;000;;410;005;000;004;VITE;DA MENSA;;DA CONSERVAZIONE
715;ZUCCA LAGENARIA;000;;715;007;000;000;ZUCCA LAGENARIA;DA ORTO;;
716;ZUCCA LAGENARIA PER LA PRODUZIONE DI SEME;000;;715;008;000;000;ZUCCA LAGENARIA;DA SEME;;
717;GRANO DEL MIRACOLO;000;;717;011;000;000;GRANO DEL MIRACOLO;FAVE, SEMI, GRANELLA;;
718;GRANO DEL MIRACOLO PER LA PRODUZIONE DI SEME;000;;717;008;000;000;GRANO DEL MIRACOLO;DA SEME;;
719;LUFFA PER LA PRODUZIONE DI SEME;000;;719;007;000;000;LUFFA;DA ORTO;;
720;LUFFA;000;;719;008;000;000;LUFFA;DA SEME;;
721;FAGIOLO DA TRASFORMAZIONE;000;;122;003;000;000;FAGIOLO;DA INDUSTRIA;;
724;SALVIA PER LA PRODUZIONE DI SEME;000;;966;008;000;000;SALVIA;DA SEME;;
725;CECE PER LA PRODUZIONE DI SEME;000;;544;008;000;000;CECE;DA SEME;;
726;ROMICE o LAPAZIO;000;;726;011;000;000;ROMICE o LAPAZIO;FAVE, SEMI, GRANELLA;;
726;ROMICE o LAPAZIO;500;USO ENERGETICO;726;011;000;022;ROMICE o LAPAZIO;FAVE, SEMI, GRANELLA;;ENERGETICO
727;ROMICE o LAPAZIO PER LA PRODUZIONE DI SEME;000;;726;008;000;000;ROMICE o LAPAZIO;DA SEME;;
728;ROMICE o LAPAZIO - DA FORAGGIO;500;USO ENERGETICO;726;002;000;022;ROMICE o LAPAZIO;DA FORAGGIO;;ENERGETICO
732;SPIRULINA;000;;732;000;000;000;SPIRULINA;;;
733;PAPAYA;000;;733;000;000;000;PAPAYA;;;
734;FIORI EDULI;000;;734;007;000;000;FIORI EDULI;DA ORTO;;
734;FAGIOLO;001;;122;000;000;000;FAGIOLO;;;
734;FIORI EDULI;046;COLTIVATO  IN CICLO ALTERNATO CON ALTRE COLTURE SEMINATIVO;734;007;000;046;FIORI EDULI;DA ORTO;;COLTIVATO  IN CICLO ALTERNATO CON ALTRE COLTURE SEMINATIVO
735;FAGIOLINO DA ORTO;000;;121;007;000;000;FAGIOLINO;DA ORTO;;
736;SILFIO (PIANTA DI COPPO)  Silphium perfoliatum;000;;736;000;000;000;SILFIO (PIANTA DI COPPO)á Silphium perfoliatum;;;
737;BABY LEAF - IV GAMMA;000;;737;444;000;000;BABY LEAF;IV GAMMA;;
738;CARPINO NERO;049;MICORRIZATO;738;000;000;049;CARPINO NERO;;;MICORRIZATO
739;CISTO DI CRETA (CISTO ROSSO);049;MICORRIZATO;739;000;000;049;CISTO DI CRETA (CISTO ROSSO);;;MICORRIZATO
739;CISTO DI CRETA (CISTO ROSSO);249;MICORRIZATO - DA VIVAIO - PERMANENTE;739;010;000;049;CISTO DI CRETA (CISTO ROSSO);DA VIVAIO;;MICORRIZATO
740;CISTO FEMMINA;049;MICORRIZATO;740;000;000;049;CISTO FEMMINA;;;MICORRIZATO
740;CISTO FEMMINA;249;MICORRIZATO - DA VIVAIO - PERMANENTE;740;010;000;049;CISTO FEMMINA;DA VIVAIO;;MICORRIZATO
741;PINO D'ALEPPO;049;MICORRIZATO;741;000;000;049;PINO D'ALEPPO;;;MICORRIZATO
742;PIOPPO CANESCENTE o PIOPPO GRIGIO;049;MICORRIZATO;742;000;000;049;PIOPPO CANESCENTE o PIOPPO GRIGIO;;;MICORRIZATO
742;PIOPPO CANESCENTE O PIOPPO GRIGIO;058;USO FORESTALE;742;000;058;000;PIOPPO CANESCENTE o PIOPPO GRIGIO;;FORESTALE;
742;PIOPPO CANESCENTE o PIOPPO GRIGIO;500;ENERGETICO;742;000;000;022;PIOPPO CANESCENTE o PIOPPO GRIGIO;;;ENERGETICO
743;QUERCIA SPINOSA;049;MICORRIZATO;743;000;000;049;QUERCIA SPINOSA;;;MICORRIZATO
744;QUERCIA DI DALECHAMPS;049;MICORRIZATO;744;000;000;049;QUERCIA DI DALECHAMPS;;;MICORRIZATO
745;TIGLIO SELVATICO;049;MICORRIZATO;745;000;000;049;TIGLIO SELVATICO;;;MICORRIZATO
746;TIGLIO NOSTRANO;049;MICORRIZATO;746;000;000;049;TIGLIO NOSTRANO;;;MICORRIZATO
747;PECAN;049;MICORRIZATO;747;000;000;049;PECAN;;;MICORRIZATO
748;NOCCIOLO TURCO;049;MICORRIZATO;748;000;000;049;NOCCIOLO TURCO;;;MICORRIZATO
749;TIGLIO INTERMEDIO;049;MICORRIZATO;749;000;000;049;TIGLIO INTERMEDIO;;;MICORRIZATO
751;FESTUCA INDURITA DA FORAGGIO;000;;263;002;000;000;FESTUCA INDURITA;DA FORAGGIO;;
752;FESTUCA  A FOGLIE CAPILLARI DA FORAGGIO;000;;264;002;000;000;FESTUCA  A FOGLIE CAPILLARI;DA FORAGGIO;;
753;FESTUCA DA FORAGGIO (SP. FESTUCA ARUNDINACEA SCHREB.);000;;359;002;000;000;FESTUCA  (SP. FESTUCA ARUNDINACEA SCHREB.);DA FORAGGIO;;
754;FESTUCADA FORAGGIO (SP. FESTUCA OVINA L.);000;;360;002;000;000;FESTUCA  (SP. FESTUCA OVINA L.);DA FORAGGIO;;
755;FESTUCA DA FORAGGIO (SP. FESTUCA PRATENSIS HUDS.);000;;361;002;000;000;FESTUCA  (SP. FESTUCA PRATENSIS HUDS.);DA FORAGGIO;;
756;FESTUCA DA FORAGGIOE (SP. FESTUCA RUBRA L.);000;;362;002;000;000;FESTUCA (SP. FESTUCA RUBRA L.);DA FORAGGIO;;
757;FESTUCA DA FORAGGIO (SP. FESTULOLIUM);000;;363;002;000;000;FESTUCA  (SP. FESTULOLIUM);DA FORAGGIO;;
758;UVA DA TRASFORMAZIONE-DA INDUSTRIA;000;;410;003;000;000;VITE;DA INDUSTRIA;;
759;MORINGA OLEIFERA o ALBERO DEL RAVANELLO;000;;759;000;000;000;MORINGA OLEIFERA o ALBERO DEL RAVANELLO;;;
759;MORINGA OLEIFERA o ALBERO DEL RAVANELLO;059;;759;000;059;000;MORINGA OLEIFERA o ALBERO DEL RAVANELLO;;IN FASE DI PIANTUMAZIONE;
760;NIGELLA DAMASCENA DA SEME;000;;760;008;000;000;NIGELLA DAMASCENA;DA SEME;;
780;USO NON AGRICOLO - TARE ED INCOLTI;000;VARIETA' GENERICA;780;000;000;000;USO NON AGRICOLO - TARE;;;
783;ALBERI IN FILARE;000;;783;000;000;000;ALBERI IN FILARE;;;
783;ALBERI IN FILARE;114;SISTEMI LINEARI;783;114;000;038;ALBERI IN FILARE;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  SEMINATIVO
783;ALBERI IN FILARE;S01;SISTEMI LINEARI;783;114;000;040;ALBERI IN FILARE;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
783;ALBERI IN FILARE;S02;SISTEMI LINEARI;783;114;000;041;ALBERI IN FILARE;SISTEMI LINEARI;;INCLUSO/ADIACENTE ALLA  COLTURA PERMANENTE
783;ALBERI IN FILARE;S03;SISTEMI LINEARI CREATI EX NOVO SUI SEMINATIVI;783;445;000;038;ALBERI IN FILARE;SISTEMI LINEARI CREATI EX NOVO SUI SEMINATIVI;;INCLUSO/ADIACENTE ALá SEMINATIVO
784;MACERI, STAGNI E LAGHETTI;000;;784;000;000;000;MACERI, STAGNI E LAGHETTI;;;
784;MACERI, STAGNI E LAGHETTI;114;SISTEMI LINEARI;784;114;000;038;MACERI, STAGNI E LAGHETTI;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  SEMINATIVO
784;MACERI, STAGNI E LAGHETTI;S01;SISTEMI LINEARI;784;114;000;040;MACERI, STAGNI E LAGHETTI;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
784;MACERI, STAGNI E LAGHETTI;S02;SISTEMI LINEARI;784;114;000;041;MACERI, STAGNI E LAGHETTI;SISTEMI LINEARI;;INCLUSO/ADIACENTE ALLA  COLTURA PERMANENTE
784;MACERI, STAGNI E LAGHETTI;S03;SISTEMI LINEARI CREATI EX NOVO SUI SEMINATIVI;;;;;;;;
785;GRUPPI DI ALBERI E BOSCHETTI;000;;785;000;000;000;GRUPPI DI ALBERI E BOSCHETTI;;;
785;GRUPPI DI ALBERI E BOSCHETTI;114;SISTEMI LINEARI;785;114;000;038;GRUPPI DI ALBERI E BOSCHETTI;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  SEMINATIVO
785;GRUPPI DI ALBERI E BOSCHETTI;122;SISTEMI LINEARI -  INCLUSO/ADIACENTE AL  PRATO PERMANENTE;785;114;000;040;GRUPPI DI ALBERI E BOSCHETTI;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
785;GRUPPI DI ALBERI E BOSCHETTI;123;SISTEMI LINEARI - INCLUSO/ADIACENTE ALLA COLTURA PERMANENTE;785;114;000;041;GRUPPI DI ALBERI E BOSCHETTI;SISTEMI LINEARI;;INCLUSO/ADIACENTE ALLA COLTURA PERMANENTE
785;GRUPPI DI ALBERI E BOSCHETTI;124;SISTEMI LINEARI CREATI EX NOVO SUI SEMINATIVI;;;;;;;;
786;FOSSATI E CANALI;000;;786;000;000;000;FOSSATI E CANALI;;;
786;FOSSATI E CANALI;114;SISTEMI LINEARI;786;114;000;038;FOSSATI E CANALI;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  SEMINATIVO
786;FOSSATI E CANALI;S01;SISTEMI LINEARI;786;114;000;040;FOSSATI E CANALI;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
786;FOSSATI E CANALI;S02;SISTEMI LINEARI;786;114;000;041;FOSSATI E CANALI;SISTEMI LINEARI;;INCLUSO/ADIACENTE ALLA  COLTURA PERMANENTE
787;MURETTI TRADIZIONALI;000;;787;000;000;000;MURETTI TRADIZIONALI;;;
787;MURETTI TRADIZIONALI;114;SISTEMI LINEARI;787;114;000;038;MURETTI TRADIZIONALI;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  SEMINATIVO
