Cod Prodotto;Des Prodotto;Cod Uso Varieta;Des Uso Varieta;CODI_OCCU;CODI_DEST_USO;CODI_USO;CODI_QUAL;DESC_OCCU;DEST_USO;DESC_USO;DESC_QUAL
001;GRANTURCO (MAIS) DA GRANELLA;000;VARIETA' GENERICA;001;011;000;000;GRANTURCO (MAIS);FAVE, SEMI, GRANELLA;;
001;GRANTURCO (MAIS);064;FAVE, SEMI, GRANELLA - PASTONE;001;011;000;064;GRANTURCO (MAIS);FAVE, SEMI, GRANELLA;;PASTONE
001;GRANTURCO (MAIS);066;FAVE, SEMI, GRANELLA - DA POLENTA;001;011;000;066;GRANTURCO (MAIS);FAVE, SEMI, GRANELLA;;DA POLENTA
001;GRANTURCO (MAIS) DA GRANELLA;500;USO ENERGETICO;001;011;000;022;GRANTURCO (MAIS);FAVE, SEMI, GRANELLA;;ENERGETICO
002;GRANO (FRUMENTO) DURO;000;VARIETA' GENERICA;002;011;000;000;GRANO (FRUMENTO) DURO;FAVE, SEMI, GRANELLA;;
002;GRANO (FRUMENTO) DURO;500;USO ENERGETICO;002;011;000;022;GRANO (FRUMENTO) DURO;FAVE, SEMI, GRANELLA;;ENERGETICO
004;SOIA - FAVE;000;VARIETA' GENERICA;004;011;000;000;SOIA;FAVE, SEMI, GRANELLA;;
004;SOIA - FAVE;500;USO ENERGETICO;004;011;000;022;SOIA;FAVE, SEMI, GRANELLA;;ENERGETICO
005;GIRASOLE - SEMI;000;VARIETA' GENERICA;005;011;000;000;GIRASOLE;FAVE, SEMI, GRANELLA;;
005;GIRASOLE;002;DA FORAGGIO - ENERGETICO;005;002;000;022;GIRASOLE;DA FORAGGIO;;ENERGETICO
005;GIRASOLE - SEMI;500;USO ENERGETICO;005;011;000;022;GIRASOLE;FAVE, SEMI, GRANELLA;;ENERGETICO
005;GIRASOLE;D01;DA TAVOLA;005;011;000;050;GIRASOLE;FAVE, SEMI, GRANELLA;;DA TAVOLA
007;ARALIA;001;;007;000;000;000;ARALIA;;;
007;ARALIA;008;FOGLIE;007;010;024;000;ARALIA;DA VIVAIO;FOGLIE;
008;ASPIDISTRA;001;;008;000;000;000;ASPIDISTRA;;;
008;ASPIDISTRA;008;FOGLIE;008;010;024;000;ASPIDISTRA;DA VIVAIO;FOGLIE;
009;FARRO;000;VARIETA' GENERICA;009;011;000;000;FARRO;FAVE, SEMI, GRANELLA;;
009;FARRO;500;USO ENERGETICO;009;011;000;022;FARRO;FAVE, SEMI, GRANELLA;;ENERGETICO
010;FETTUCCIA D'ACQUA (PHALARIS ARUNDICEA);000;;010;000;000;000;FETTUCCIA D'ACQUA;;;
010;FETTUCCIA D'ACQUA (PHALARIS ARUNDICEA);500;USO ENERGETICO;010;000;000;022;FETTUCCIA D'ACQUA;;;ENERGETICO
011;STEVIA REBAUDIANA;000;;011;000;000;000;STEVIA REBAUDIANA;;;
013;CALLA;001;;013;000;000;000;CALLA;;;
016;LENTICCHIE;000;VARIETA' GENERICA;016;011;000;000;LENTICCHIE;FAVE, SEMI, GRANELLA;;
017;GERBERA;001;;017;000;000;000;GERBERA;;;
018;ORCHIDEA;001;;018;000;000;000;ORCHIDEA;;;
019;RISONE;099;ALTRO;019;011;037;000;RISONE;FAVE, SEMI, GRANELLA;SPERIMENTALE;
020;PISELLI ALLO STATO SECCO;000;VARIETA' GENERICA;020;011;000;000;PISELLO;FAVE, SEMI, GRANELLA;;
020;PISELLO;067;FAVE, SEMI, GRANELLA - PROTEICO;020;011;000;067;PISELLO;FAVE, SEMI, GRANELLA;;PROTEICO
023;ORTENSIA;000;;023;010;000;000;ORTENSIA;DA VIVAIO;;
023;ORTENSIA;001;;023;000;000;000;ORTENSIA;;;
023;ORTENSIA;004;FIORE RECISO;023;010;023;000;ORTENSIA;DA VIVAIO;FIORE RECISO;
024;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA) DA FORAGGIO;000;;024;002;000;000;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA);DA FORAGGIO;;
025;TABACCO;000;VARIETA' GENERICA;025;003;000;000;TABACCO;DA INDUSTRIA;;
027;CAROTA - DA FORAGGIO;000;;027;002;000;000;CAROTA;DA FORAGGIO;;
028;CAVOLO - DA FORAGGIO;000;;028;002;000;000;CAVOLO;DA FORAGGIO;;
029;CICERCHIA;000;VARIETA' GENERICA;029;011;000;000;CICERCHIA;FAVE, SEMI, GRANELLA;;
030;CICERCHIA - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;029;002;053;043;CICERCHIA;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI LEGUMINOSE
031;PEONIA;000;;031;010;000;000;PEONIA;DA VIVAIO;;
031;PEONIA;001;;031;000;000;000;PEONIA;;;
031;PEONIA;004;FIORE RECISO;031;010;023;000;PEONIA;DA VIVAIO;FIORE RECISO;
033;PHILODENDRO;000;;033;010;000;000;PHILODENDRO;DA VIVAIO;;
033;PHILODENDRO;001;;033;000;000;000;PHILODENDRO;;;
033;PHILODENDRO;008;FOGLIE;033;010;024;000;PHILODENDRO;DA VIVAIO;FOGLIE;
034;PIANTE GRASSE;000;;034;010;000;000;PIANTE GRASSE;DA VIVAIO;;
035;ROSA;000;;035;010;000;000;ROSA;DA VIVAIO;;
035;ROSA;001;;035;000;000;000;ROSA;;;
035;ROSA;003;FRONDE DA BACCHE;035;010;025;000;ROSA;DA VIVAIO;FRONDE DA BACCHE;
035;ROSA;004;FIORE RECISO;035;010;023;000;ROSA;DA VIVAIO;FIORE RECISO;
036;STRELITZIA;000;;036;010;000;000;STRELITZIA;DA VIVAIO;;
036;STRELITZIA;001;;036;000;000;000;STRELITZIA;;;
036;STRELITZIA;004;FIORE RECISO;036;010;023;000;STRELITZIA;DA VIVAIO;FIORE RECISO;
037;GLADIOLO;000;;037;010;000;000;GLADIOLO;DA VIVAIO;;
037;GLADIOLO;001;;037;000;000;000;GLADIOLO;;;
037;GLADIOLO;004;FIORE RECISO;037;010;023;000;GLADIOLO;DA VIVAIO;FIORE RECISO;
039;GINESTRA;000;;039;010;000;000;GINESTRA;DA VIVAIO;;
039;GINESTRA;002;FRONDE FIORITE;039;010;026;000;GINESTRA;DA VIVAIO;FRONDE FIORITE;
040;MIMOSA;000;;040;010;000;000;MIMOSA;DA VIVAIO;;
040;MIMOSA;002;FRONDE FIORITE;040;010;026;000;MIMOSA;DA VIVAIO;FRONDE FIORITE;
042;PITTOSPORO;000;;042;010;000;000;PITTOSPORO;DA VIVAIO;;
042;PITTOSPORO;001;FRONDE VERDI;042;010;027;000;PITTOSPORO;DA VIVAIO;FRONDE VERDI;
043;RUSCUS;000;VARIETA' GENERICA;043;010;000;000;RUSCUS;DA VIVAIO;;
043;RUSCUS;001;FRONDE VERDI;043;010;027;000;RUSCUS;DA VIVAIO;FRONDE VERDI;
043;RUSCUS;002;;043;000;000;000;RUSCUS;;;
044;MELO;000;;044;000;000;000;MELO;;;
044;MELO;058;USO FORESTALE;044;000;058;000;MELO;;FORESTALE;
044;MELO;059;IN FASE DI PIANTUMAZIONE;044;000;059;000;MELO;;IN FASE DI PIANTUMAZIONE;
045;SPELTA - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;045;002;053;045;SPELTA;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
046;LOIETTO LOGLIO DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;046;002;053;045;LOIETTO LOGLIO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
046;LOIETTO LOGLIO DA FORAGGIO;054;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;046;002;054;045;LOIETTO LOGLIO;DA FORAGGIO;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;DI GRAMINACEE
046;LOIETTO LOGLIO DA FORAGGIO;055;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;046;002;055;045;LOIETTO LOGLIO;DA FORAGGIO;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;DI GRAMINACEE
048;VIBURNO;000;;048;010;000;000;VIBURNO;DA VIVAIO;;
048;VIBURNO;002;FRONDE FIORITE;048;010;026;000;VIBURNO;DA VIVAIO;FRONDE FIORITE;
050;ANEMONE;000;;050;010;000;000;ANEMONE;DA VIVAIO;;
050;ANEMONE;001;;050;000;000;000;ANEMONE;;;
050;ANEMONE;004;FIORE RECISO;050;010;023;000;ANEMONE;DA VIVAIO;FIORE RECISO;
051;LUPOLINA - DA FORAGGIO;054;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;051;002;054;043;LUPOLINA;DA FORAGGIO;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;DI LEGUMINOSE
051;LUPOLINA - DA FORAGGIO;055;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;051;002;055;043;LUPOLINA;DA FORAGGIO;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;DI LEGUMINOSE
052;BOCCA DI LEONE;000;;052;010;000;000;BOCCA DI LEONE;DA VIVAIO;;
052;BOCCA DI LEONE;002;;052;000;000;000;BOCCA DI LEONE;;;
052;BOCCA DI LEONE;004;FIORE RECISO;052;010;023;000;BOCCA DI LEONE;DA VIVAIO;FIORE RECISO;
053;PANICO - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;053;002;053;045;PANICO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
054;PASCOLO ARBORATO - TARA 50%;009;PASCOLO MAGRO NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;054;002;009;000;PASCOLO ARBORATO - TARA 50%;DA FORAGGIO;PASCOLO MAGRO NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;
055;LINO DA FIBRA;000;VARIETA' GENERICA;055;001;000;000;LINO;DA FIBRA;;
056;CANAPA GREGGIA O MACERATA;000;VARIETA' GENERICA;056;001;000;000;CANAPA;DA FIBRA;;
063;PASCOLO POLIFITA (TIPO ALPEGGI) CON ROCCIA AFFIORANTE TARA 20%;009;PASCOLO MAGRO NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;063;002;009;000;PASCOLO POLIFITA CON ROCCIA AFFIORANTE TARA 20%;DA FORAGGIO;PASCOLO MAGRO NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;
064;PASCOLO POLIFITA (TIPO ALPEGGI) CON ROCCIA AFFIORANTE TARA 50%;009;PASCOLO MAGRO NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;064;002;009;000;PASCOLO POLIFITA CON ROCCIA AFFIORANTE TARA 50%;DA FORAGGIO;PASCOLO MAGRO NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;
065;PASCOLO POLIFITA (TIPO ALPEGGI);009;PASCOLO MAGRO NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;065;002;009;000;PASCOLO POLIFITA;DA FORAGGIO;PASCOLO MAGRO NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;
066;CALENDULA;000;;066;010;000;000;CALENDULA;DA VIVAIO;;
066;CALENDULA;001;;066;000;000;000;CALENDULA;;;
066;CALENDULA;004;FIORE RECISO;066;010;023;000;CALENDULA;DA VIVAIO;FIORE RECISO;
069;PIOPPO;049;MICORRIZATO;069;000;000;049;PIOPPO;;;MICORRIZATO
069;PIOPPO;058;USO FORESTALE;069;000;058;000;PIOPPO;;FORESTALE;
069;PIOPPO;193;PIOPPO A DIMORA CICOLO BREVE (5 ANNI);069;000;000;193;PIOPPO;;;PIOPPO A DIMORA CICOLO BREVE (5 ANNI)
069;PIOPPO;500;ENERGETICO;069;000;000;022;PIOPPO;;;ENERGETICO
070;PATATA, DESTINATA ALLA FABBRICAZIONE DELLA FECOLA;000;;710;003;000;000;PATATA;DA INDUSTRIA;;
071;NOCCIOLE;000;VARIETA' GENERICA;494;005;000;000;NOCCIOLO;DA MENSA;;
071;NOCCIOLE DA MENSA;049;MICORRIZATO;494;005;000;049;NOCCIOLO;DA MENSA;;MICORRIZATO
072;MANDORLE;000;VARIETA' GENERICA;493;000;000;000;MANDORLO;;;
073;NOCI COMUNI;000;VARIETA' GENERICA;495;005;000;000;NOCE;DA MENSA;;
074;PISTACCHI;000;VARIETA' GENERICA;497;000;000;000;PISTACCHIO;;;
075;CARRUBE;000;VARIETA' GENERICA;491;000;000;000;CARRUBO;;;
076;LUPPOLO;000;VARIETA' GENERICA;076;000;000;000;LUPPOLO;;;
078;SERRADELLA;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;078;002;053;043;SERRADELLA;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI LEGUMINOSE
079;VECCE - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;079;002;053;043;VECCE;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI LEGUMINOSE
079;VECCE - DA FORAGGIO;054;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;079;002;054;043;VECCE;DA FORAGGIO;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;DI LEGUMINOSE
079;VECCE - DA FORAGGIO;055;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;079;002;055;043;VECCE;DA FORAGGIO;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;DI LEGUMINOSE
080;CRISANTEMO;001;;080;000;000;000;CRISANTEMO;;;
080;CRISANTEMO;062;DA VIVAIO - COLTURA IN VASO FIORE SINGOLO;080;010;062;000;CRISANTEMO;DA VIVAIO;COLTURA IN VASO FIORE SINGOLO;
081;GAROFANO;000;;081;010;000;000;GAROFANO;DA VIVAIO;;
081;GAROFANO;001;;081;000;000;000;GAROFANO;;;
081;GAROFANO;004;FIORE RECISO;081;010;023;000;GAROFANO;DA VIVAIO;FIORE RECISO;
083;TOPINAMBUR;000;VARIETA' GENERICA;083;000;000;000;TOPINAMBUR;;;
083;TOPINAMBUR;500;USO ENERGETICO;083;000;000;022;TOPINAMBUR;;;ENERGETICO
087;VIGNETO SPERIMENTALE PER UVA DA VINO;000;VARIETA' GENERICA;410;009;037;000;VITE;DA VINO;SPERIMENTALE;
088;VIGNA CINESE;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;088;002;053;043;VIGNA CINESE;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI LEGUMINOSE
089;PATATA AMERICANA (BATATA);000;;089;007;000;000;PATATA AMERICANA (BATATA);DA ORTO;;
091;NAVONI RUTABAGA - DA FORAGGIO;000;;091;002;000;000;NAVONI RUTABAGA;DA FORAGGIO;;
092;LILIUM;000;;092;010;000;000;LILIUM;DA VIVAIO;;
092;LILIUM;001;;092;000;000;000;LILIUM;;;
092;LILIUM;004;FIORE RECISO;092;010;023;000;LILIUM;DA VIVAIO;FIORE RECISO;
093;TRITICALE - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;093;002;053;045;TRITICALE;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
093;TRITICALE - DA FORAGGIO;500;USO ENERGETICO;093;002;000;022;TRITICALE;DA FORAGGIO;;ENERGETICO
094;RISONE TONDO;000;;019;011;000;003;RISONE;FAVE, SEMI, GRANELLA;;TONDO
094;RISONE;067;FAVE, SEMI, GRANELLA - IBRIDO - TONDO;019;011;067;003;RISONE;FAVE, SEMI, GRANELLA;IBRIDO;TONDO
094;RISONE;068;FAVE, SEMI, GRANELLA - VARIETA' HP - TONDO;019;011;068;003;RISONE;FAVE, SEMI, GRANELLA;VARIETA' HP;TONDO
094;RISONE;069;FAVE, SEMI, GRANELLA - VARIETA' PROVISIA® - TONDO;019;011;069;003;RISONE;FAVE, SEMI, GRANELLA;VARIETA' PROVISIA«;TONDO
095;RISONE MEDIO;000;;019;011;000;007;RISONE;FAVE, SEMI, GRANELLA;;MEDIO
095;RISONE;067;FAVE, SEMI, GRANELLA - IBRIDO - MEDIO;019;011;067;007;RISONE;FAVE, SEMI, GRANELLA;IBRIDO;MEDIO
095;RISONE;068;FAVE, SEMI, GRANELLA - VARIETA' HP - MEDIO;019;011;068;007;RISONE;FAVE, SEMI, GRANELLA;VARIETA' HP;MEDIO
095;RISONE;069;FAVE, SEMI, GRANELLA - VARIETA' PROVISIA® - MEDIO;019;011;069;007;RISONE;FAVE, SEMI, GRANELLA;VARIETA' PROVISIA«;MEDIO
095;RISONE MEDIO;911;PIGMENTATO CON DIRITTI RISERVATI;019;011;911;007;RISONE;FAVE, SEMI, GRANELLA;PIGMENTATO;MEDIO
097;RISONE LUNGO A;000;;019;011;000;005;RISONE;FAVE, SEMI, GRANELLA;;LUNGO A
097;RISONE;067;FAVE, SEMI, GRANELLA - IBRIDO - LUNGO A;019;011;067;005;RISONE;FAVE, SEMI, GRANELLA;IBRIDO;LUNGO A
097;RISONE;068;FAVE, SEMI, GRANELLA - VARIETA' HP - LUNGO A;019;011;068;005;RISONE;FAVE, SEMI, GRANELLA;VARIETA' HP;LUNGO A
097;RISONE;069;FAVE, SEMI, GRANELLA - VARIETA' PROVISIA® - LUNGO A;019;011;069;005;RISONE;FAVE, SEMI, GRANELLA;VARIETA' PROVISIA«;LUNGO A
097;RISONE LUNGO A;911;PIGMENTATO CON DIRITTI RISERVATI;019;011;911;005;RISONE;FAVE, SEMI, GRANELLA;PIGMENTATO;LUNGO A
098;RISONE LUNGO B;000;;019;011;000;006;RISONE;FAVE, SEMI, GRANELLA;;LUNGO B
098;RISONE;067;FAVE, SEMI, GRANELLA - IBRIDO - LUNGO B;019;011;067;006;RISONE;FAVE, SEMI, GRANELLA;IBRIDO;LUNGO B
098;RISONE;068;FAVE, SEMI, GRANELLA - VARIETA' HP - LUNGO B;019;011;068;006;RISONE;FAVE, SEMI, GRANELLA;VARIETA' HP;LUNGO B
098;RISONE;069;FAVE, SEMI, GRANELLA - VARIETA' PROVISIA® - LUNGO B;019;011;069;006;RISONE;FAVE, SEMI, GRANELLA;VARIETA' PROVISIA«;LUNGO B
098;RISONE LUNGO B;911;PIGMENTATO CON DIRITTI RISERVATI;019;011;911;006;RISONE;FAVE, SEMI, GRANELLA;PIGMENTATO;LUNGO B
099;MARGHERITA;000;;099;010;000;000;MARGHERITA;DA VIVAIO;;
099;MARGHERITA;001;;099;000;000;000;MARGHERITA;;;
099;MARGHERITA;004;FIORE RECISO;099;010;023;000;MARGHERITA;DA VIVAIO;FIORE RECISO;
100;OLIVO;000;VARIETA' GENERICA;420;000;000;000;OLIVO;;;
100;OLIVO;059;IN FASE DI PIANTUMAZIONE;420;000;059;000;OLIVO;;IN FASE DI PIANTUMAZIONE;
101;PAPAVERO;000;;101;010;000;000;PAPAVERO;DA VIVAIO;;
101;PAPAVERO;001;;101;000;000;000;PAPAVERO;;;
101;PAPAVERO;004;FIORE RECISO;101;010;023;000;PAPAVERO;DA VIVAIO;FIORE RECISO;
102;OLIVE DA TAVOLA;000;;420;005;000;000;OLIVO;DA MENSA;;
103;PASCOLO ARBORATO - CESPUGLIATO TARA 20%;009;PASCOLO MAGRO NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;103;002;009;000;PASCOLO ARBORATO - CESPUGLIATO TARA 20%;DA FORAGGIO;PASCOLO MAGRO NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;
104;RISONE LUNGO A PER LA PRODUZIONE DI SEME (ORYZA SATIVA L.);000;;019;008;000;005;RISONE;DA SEME;;LUNGO A
104;RISONE;067;DA SEME - IBRIDO - TONDO;019;008;067;003;RISONE;DA SEME;IBRIDO;TONDO
104;RISONE;068;DA SEME - IBRIDO - LUNGO A;019;008;067;005;RISONE;DA SEME;IBRIDO;LUNGO A
104;RISONE;069;DA SEME - IBRIDO - MEDIO;019;008;067;007;RISONE;DA SEME;IBRIDO;MEDIO
104;RISONE;070;DA SEME - VARIETA' HP - TONDO;019;008;068;003;RISONE;DA SEME;VARIETA' HP;TONDO
104;RISONE;071;DA SEME - VARIETA' HP - LUNGO A;019;008;068;005;RISONE;DA SEME;VARIETA' HP;LUNGO A
104;RISONE;072;DA SEME - VARIETA' HP - MEDIO;019;008;068;007;RISONE;DA SEME;VARIETA' HP;MEDIO
104;RISONE;073;DA SEME - VARIETA' PROVISIA® - TONDO;019;008;069;003;RISONE;DA SEME;VARIETA' PROVISIA«;TONDO
104;RISONE;074;DA SEME - VARIETA' PROVISIA® - LUNGO A;019;008;069;005;RISONE;DA SEME;VARIETA' PROVISIA«;LUNGO A
104;RISONE;075;DA SEME - VARIETA' PROVISIA® - MEDIO;019;008;069;007;RISONE;DA SEME;VARIETA' PROVISIA«;MEDIO
104;RISONE TONDO, MEDIO, LUNGO A PER LA PRODUZIONE DI SEME (ORYZA SATIVA L.);911;PIGMENTATO CON DIRITTI RISERVATI;019;008;911;005;RISONE;DA SEME;PIGMENTATO;LUNGO A
104;RISONE TONDO, MEDIO, LUNGO A PER LA PRODUZIONE DI SEME (ORYZA SATIVA L.);912;PIGMENTATO CON DIRITTI RISERVATI;019;008;911;007;RISONE;DA SEME;PIGMENTATO;MEDIO
105;RISONE LUNGO B PER LA PRODUZIONE DI SEME (ORYZA SATIVA L.);000;;019;008;000;006;RISONE;DA SEME;;LUNGO B
105;RISONE;067;DA SEME - IBRIDO - LUNGO B;019;008;067;006;RISONE;DA SEME;IBRIDO;LUNGO B
105;RISONE;068;DA SEME - VARIETA' HP - LUNGO B;019;008;068;006;RISONE;DA SEME;VARIETA' HP;LUNGO B
105;RISONE;069;DA SEME - VARIETA' PROVISIA® - LUNGO B;019;008;069;006;RISONE;DA SEME;VARIETA' PROVISIA«;LUNGO B
105;RISONE LUNGO B PER LA PRODUZIONE DI SEME (ORYZA SATIVA L.);911;PIGMENTATO CON DIRITTI RISERVATI;019;008;911;006;RISONE;DA SEME;PIGMENTATO;LUNGO B
106;RISONE TONDO PER LA PRODUZIONE DI SEME (ORYZA SATIVA L.);000;;019;008;000;003;RISONE;DA SEME;;TONDO
107;RISONE MEDIO PER LA PRODUZIONE DI SEME (ORYZA SATIVA L.);000;;019;008;000;007;RISONE;DA SEME;;MEDIO
108;GRANTURCO (MAIS) - INSILATO;000;VARIETA' GENERICA;001;002;010;000;GRANTURCO (MAIS);DA FORAGGIO;INSILATO;
108;GRANTURCO (MAIS) - INSILATO;500;USO ENERGETICO;001;002;010;022;GRANTURCO (MAIS);DA FORAGGIO;INSILATO;ENERGETICO
109;PANICO;000;;053;011;000;000;PANICO;FAVE, SEMI, GRANELLA;;
109;PANICO;500;USO ENERGETICO;053;000;000;022;PANICO;;;ENERGETICO
110;BOSCO;000;;650;000;000;000;BOSCO;;;
110;BOSCO;001;BOSCO MISTO;650;000;000;012;BOSCO;;;BOSCO MISTO
110;BOSCO;002;FUSTAIA DI CONIFERE;650;000;020;026;BOSCO;;FUSTAIA;DI CONIFERE
110;BOSCO;003;FUSTAIA DI LATIFOGLIE;650;000;020;027;BOSCO;;FUSTAIA;DI LATIFOGLIE
110;BOSCO;004;FUSTAIA MISTA DI CONIFERE E LATIFOGLIE;650;000;020;028;BOSCO;;FUSTAIA;MISTA DI CONIFERE E LATIFOGLIE
110;BOSCO;005;CEDUO SEMPLICE;650;000;021;016;BOSCO;;CEDUO;SEMPLICE
110;BOSCO;006;CEDUO COMPOSTO;650;000;021;017;BOSCO;;CEDUO;COMPOSTO
110;BOSCO;007;ARBUSTETO;650;000;000;010;BOSCO;;;ARBUSTETO
110;BOSCO;008;DIVERSO DA BOSCO SPONTANEO E/O PREESISTENTE;650;000;000;011;BOSCO;;;DIVERSO DA BOSCO SPONTANEO E/O PREESISTENTE
111;OLIVE DA OLIO;000;VARIETA' GENERICA;420;006;000;000;OLIVO;DA OLIO;;
112;CANNA CINESE (MISCANTHUS SINENSIS);000;;112;000;000;000;CANNA CINESE (MISCANTHUS SINENSIS);;;
112;CANNA CINESE (MISCANTHUS SINENSIS);500;USO ENERGETICO;112;000;000;022;CANNA CINESE (MISCANTHUS SINENSIS);;;ENERGETICO
113;AGLIO PER LA PRODUZIONE DI SEME;000;;113;008;000;000;AGLIO;DA SEME;;
114;AGRETTO;000;;114;007;000;000;AGRETTO;DA ORTO;;
115;BARBABIETOLA DA ORTO;000;VARIETA' GENERICA;240;007;000;000;BARBABIETOLA - RAPA ROSSA/BIETOLA DA COSTA;DA ORTO;;
116;BASILICO PER LA PRODUZIONE DI SEME;000;;903;008;000;000;BASILICO;DA SEME;;
117;BROCCOLETTO DI RAPA;000;VARIETA' GENERICA;117;007;000;000;BROCCOLETTO O CIME DI RAPA;DA ORTO;;
118;CAVOLFIORE;000;VARIETA' GENERICA;118;007;000;000;CAVOLFIORE;DA ORTO;;
119;CAVOLFIORE PER LA PRODUZIONE DI SEME;000;;118;008;000;000;CAVOLFIORE;DA SEME;;
120;POINSETTIA (STELLA DI NATALE);000;;120;010;000;000;POINSETTIA (STELLA DI NATALE);DA VIVAIO;;
120;POINSETTIA (STELLA DI NATALE);004;FIORE RECISO;120;010;023;000;POINSETTIA (STELLA DI NATALE);DA VIVAIO;FIORE RECISO;
121;FAGIOLINO PER LA PRODUZIONE DI SEME;000;;121;008;000;000;FAGIOLINO;DA SEME;;
122;FAGIOLO;000;;122;007;000;000;FAGIOLO;DA ORTO;;
122;FAGIOLO DA ORTO;910;FRESCO;122;007;910;000;FAGIOLO;DA ORTO;FRESCO;
123;FAGIOLO PER LA PRODUZIONE DI SEME;000;;122;008;000;000;FAGIOLO;DA SEME;;
126;FINOCCHIO PER LA PRODUZIONE DI SEME;000;;926;008;000;000;FINOCCHIO;DA SEME;;
127;LATTUGA;000;VARIETA' GENERICA;127;007;000;000;LATTUGA LATTUGHINO;DA ORTO;;
128;LATTUGA LATTUGHINO PER LA PRODUZIONE DI SEME;000;;127;008;000;000;LATTUGA LATTUGHINO;DA SEME;;
129;MELANZANA PER LA PRODUZIONE DI SEME;000;;129;008;000;000;MELANZANA;DA SEME;;
130;MELONE PER LA PRODUZIONE DI SEME;000;;130;008;000;000;MELONE;DA SEME;;
131;ORTIVE A PIENO CAMPO (su terreni produttivi con o senza copertura);000;VARIETA' GENERICA;131;007;000;000;ORTIVE A PIENO CAMPO;DA ORTO;;
131;PIANTE ORTICOLE PROTETTE IN SERRE O TUNNEL FREDDI;P01;;131;007;000;P04;ORTIVE A PIENO CAMPO;DA ORTO;;PROTETTE IN SERRE O TUNNEL FREDDI
131;PIANTE ORTICOLE PROTETTE IN SERRE O TUNNEL CALDI;P02;;131;007;000;P05;ORTIVE A PIENO CAMPO;DA ORTO;;PROTETTE IN SERRE O TUNNEL CALDI
131;PIANTE AROMATICHE MEDICINALI E SPEZIE;P03;;131;007;000;P06;ORTIVE A PIENO CAMPO;DA ORTO;;AROMATICHE MEDICINALI E SPEZIE
132;PATATA DA SEME;000;;710;008;000;000;PATATA;DA SEME;;
133;PEPERONE PER LA PRODUZIONE DI SEME;000;;932;008;000;000;PEPERONE;DA SEME;;
